1;0;1666.00;9.80;1351.00;0.00;0.20
2;0;1525.00;9.57;1484.00;0.00;0.20
3;0;1595.00;9.80;1357.00;0.00;0.16
4;0;1833.00;9.50;1966.00;0.00;0.52
5;0;1467.00;9.50;1645.00;0.00;0.76
6;0;1358.00;10.35;1827.00;0.00;0.24
7;0;406.00;13.90;1845.00;0.00;0.36
8;0;1853.00;10.87;1536.00;0.00;0.28
9;0;552.00;9.50;228.00;0.00;1.44
10;0;800.00;10.32;1505.00;0.00;0.16
11;0;991.00;14.97;1597.00;0.00;0.24
12;0;966.00;9.75;1796.00;0.00;0.24
13;0;3065.00;9.50;974.00;0.00;1.20
14;0;672.00;10.92;1378.00;0.00;0.28
15;0;612.00;9.80;1784.00;0.00;0.44
16;0;3852.00;9.50;1548.00;0.00;1.00
17;0;704.00;9.80;1437.00;0.00;0.20
18;0;1584.00;11.52;1344.00;0.00;0.20
19;0;3108.00;9.50;1777.00;0.00;0.96
20;0;1723.00;9.50;1202.00;0.00;0.72
21;0;880.00;9.80;1518.00;0.00;0.24
22;0;1183.00;9.65;1768.00;0.00;0.32
23;0;1030.00;9.80;1802.00;0.00;0.28
24;0;3699.00;9.50;592.00;0.00;1.48
25;0;146.00;9.50;1816.00;0.00;1.20
26;0;1474.00;10.00;1382.00;0.00;0.36
27;0;671.00;9.80;1344.00;0.00;0.28
28;0;3367.00;9.50;475.00;0.00;0.92
29;0;1645.00;12.12;364.00;0.00;0.20
30;0;481.00;10.00;1756.00;0.00;0.36
31;0;1505.00;10.30;1930.00;0.00;0.24
32;0;845.00;10.17;1615.00;0.00;0.20
33;0;3057.00;9.50;357.00;0.00;1.04
34;0;3306.00;9.50;1750.00;0.00;1.56
35;0;662.00;9.95;1489.00;0.00;0.16
36;0;492.00;9.90;1826.00;0.00;0.28
37;0;1182.00;13.70;1965.00;0.00;0.28
38;0;918.00;10.02;1571.00;0.00;0.24
39;0;1233.00;10.00;1844.00;0.00;0.24
40;0;1683.00;10.30;1317.00;0.00;0.20
41;0;823.00;9.50;119.00;0.00;0.88
42;0;1031.00;9.50;303.00;0.00;1.28
43;0;1006.00;9.50;967.00;0.00;1.12
44;0;1136.00;9.60;1720.00;0.00;0.32
