0;0;0;0;sea;false;ocean;0
1;230;81;119;land;false;plains;6
2;0;0;55;land;true;plains;6
3;0;0;205;land;false;plains;6
4;0;0;232;sea;true;ocean;0
5;0;2;240;sea;true;ocean;0
6;0;3;20;land;false;hills;6
7;0;3;170;land;false;hills;1
8;0;3;225;land;false;hills;6
9;0;4;248;sea;false;ocean;0
10;0;6;85;land;false;plains;1
11;0;6;135;land;false;hills;1
12;0;6;190;land;false;plains;1
13;0;8;244;sea;false;ocean;0
14;0;9;155;land;false;hills;1
15;0;9;200;land;false;forest;1
16;0;10;232;sea;false;ocean;0
17;0;12;15;land;false;plains;1
18;0;12;165;land;false;hills;6
19;0;12;240;sea;false;ocean;0
20;0;14;248;sea;false;ocean;0
21;0;15;80;land;false;plains;1
22;0;15;130;land;true;urban;1
23;0;15;185;land;false;forest;1
24;0;15;236;sea;false;ocean;0
25;0;17;244;sea;false;ocean;0
26;0;18;45;land;true;plains;6
27;0;18;150;land;false;forest;1
28;0;19;240;sea;false;ocean;0
29;0;20;248;land;false;hills;5
30;0;21;10;land;false;plains;1
31;0;21;65;land;false;forest;6
32;0;21;215;land;false;plains;1
33;0;22;236;sea;false;ocean;0
34;133;39;232;sea;false;ocean;0
35;0;24;30;land;false;plains;1
36;0;24;75;land;false;plains;1
37;0;24;180;land;false;hills;1
38;0;27;40;land;false;plains;1
39;0;27;95;land;false;plains;1
40;0;27;145;land;false;forest;6
41;0;27;248;sea;false;ocean;0
42;0;28;236;sea;false;ocean;0
43;0;29;244;sea;false;ocean;0
44;0;30;5;land;true;plains;1
45;0;30;60;land;false;plains;6
46;0;30;210;sea;true;ocean;0
47;0;31;232;sea;false;ocean;0
48;0;32;240;sea;false;ocean;0
49;0;33;25;land;false;mountain;1
50;0;33;248;sea;false;ocean;0
51;0;34;236;sea;false;ocean;0
52;0;36;90;land;false;hills;1
53;0;36;195;land;false;mountain;1
54;0;36;244;sea;false;ocean;0
55;0;37;232;sea;false;ocean;0
56;0;38;240;sea;false;ocean;0
57;0;39;55;land;false;mountain;1
58;0;39;205;land;false;forest;1
59;94;45;142;sea;true;ocean;0
60;0;42;20;land;true;hills;6
61;0;42;170;land;false;hills;1
62;0;42;225;land;false;plains;6
63;0;45;85;land;false;plains;1
64;0;45;135;land;true;plains;1
65;0;45;190;land;false;desert;1
66;0;48;50;land;false;forest;1
67;0;48;155;land;false;mountain;1
68;0;51;15;land;false;jungle;1
69;0;51;70;land;true;urban;1
70;0;51;220;land;false;forest;6
71;0;54;35;land;false;hills;1
72;0;54;185;land;true;plains;6
73;0;57;0;land;false;plains;1
74;0;57;45;land;false;forest;1
75;0;57;150;land;false;plains;6
76;0;60;10;land;false;forest;1
77;0;60;65;land;false;mountain;1
78;0;60;215;land;true;forest;6
79;0;63;30;land;false;plains;1
80;0;63;180;sea;true;ocean;0
81;0;66;95;land;true;urban;6
82;0;66;145;land;false;forest;1
83;0;66;200;land;false;plains;1
84;0;69;60;land;true;plains;6
85;0;69;165;land;true;urban;1
86;0;69;210;land;false;marsh;1
87;0;72;25;land;false;forest;6
88;0;72;130;land;false;forest;6
89;0;72;175;land;true;plains;6
