403;naval_base;2814.00;9.60;1722.00;0.59;3400
403;naval_base;2827.00;9.50;1733.00;0.79;0
403;bunker;2805.00;9.80;1737.00;1.70;0
403;bunker;2813.00;9.73;1725.00;5.82;0
403;bunker;2810.00;9.73;1727.00;1.60;0
403;bunker;2804.00;9.80;1743.00;2.81;0
403;bunker;2822.00;9.80;1745.00;5.38;0
403;bunker;2821.00;9.68;1731.00;5.99;0
403;bunker;2814.00;9.80;1732.00;3.83;0
403;coastal_bunker;2825.00;9.50;1729.00;0.79;0
403;coastal_bunker;2818.00;9.50;1723.00;0.59;0
403;coastal_bunker;2830.00;9.57;1741.00;0.98;0
403;synthetic_refinery;2818.00;9.63;1728.00;1.83;0
403;radar_station;2812.00;9.70;1727.00;4.03;0
403;rocket_site;2811.00;9.80;1741.00;2.34;0
403;nuclear_reactor;2820.00;9.80;1743.00;3.55;0
484;air_base;2822.00;9.80;1778.00;6.13;0
484;bunker;2823.00;9.80;1771.00;0.96;0
484;bunker;2806.00;10.20;1796.00;3.02;0
484;bunker;2796.00;9.80;1795.00;3.52;0
484;bunker;2817.00;10.00;1783.00;0.52;0
484;bunker;2809.00;10.07;1780.00;2.07;0
484;bunker;2824.00;10.00;1800.00;5.25;0
484;synthetic_refinery;2812.00;10.20;1774.00;0.43;0
484;radar_station;2820.00;9.90;1776.00;1.10;0
484;rocket_site;2806.00;10.23;1799.00;5.76;0
522;air_base;2835.00;9.98;1941.00;5.46;0
522;naval_base;2802.00;9.50;1933.00;-1.33;0
522;naval_base;2802.00;9.50;1954.00;-1.25;2960
522;naval_base;2815.00;9.50;1955.00;-2.68;2936
522;naval_base;2796.00;9.95;1946.00;-2.03;2960
522;naval_base;2825.00;9.50;1959.00;-2.55;2936
522;naval_base;2802.00;9.50;1930.00;-1.57;0
522;bunker;2816.00;10.20;1946.00;4.42;0
522;bunker;2821.00;10.25;1925.00;3.46;0
522;bunker;2824.00;10.05;1944.00;5.02;0
522;bunker;2814.00;9.80;1920.00;6.13;0
522;bunker;2817.00;10.25;1941.00;5.18;0
522;bunker;2829.00;10.03;1940.00;1.91;0
522;bunker;2810.00;10.30;1940.00;0.96;0
522;bunker;2801.00;9.73;1935.00;0.36;0
522;bunker;2809.00;10.20;1946.00;5.09;0
522;bunker;2799.00;10.13;1945.00;1.47;0
522;bunker;2817.00;9.80;1958.00;4.13;0
522;bunker;2805.00;9.80;1921.00;0.87;0
522;coastal_bunker;2801.00;9.57;1951.00;-2.03;0
522;coastal_bunker;2810.00;9.60;1953.00;-3.14;0
522;coastal_bunker;2798.00;9.50;1936.00;-1.33;0
522;coastal_bunker;2802.00;9.60;1929.00;-1.57;0
522;dockyard;2815.00;9.50;1954.00;-2.68;0
522;synthetic_refinery;2798.00;9.88;1940.00;5.76;0
522;radar_station;2820.00;10.05;1939.00;1.94;0
522;rocket_site;2809.00;10.05;1948.00;4.81;0
542;air_base;2830.00;10.98;1885.00;2.59;0
542;bunker;2830.00;10.20;1907.00;2.14;0
542;bunker;2807.00;10.30;1895.00;0.59;0
542;bunker;2791.00;9.80;1912.00;4.81;0
542;bunker;2821.00;10.10;1908.00;3.76;0
542;bunker;2778.00;9.80;1903.00;5.32;0
542;bunker;2849.00;11.10;1904.00;2.21;0
542;bunker;2845.00;11.07;1895.00;1.61;0
542;bunker;2799.00;9.80;1900.00;2.22;0
542;bunker;2803.00;9.80;1911.00;1.26;0
542;bunker;2787.00;9.80;1905.00;5.38;0
542;bunker;2803.00;10.28;1887.00;0.67;0
542;bunker;2813.00;10.30;1887.00;2.73;0
542;bunker;2824.00;10.82;1887.00;5.39;0
542;bunker;2810.00;9.80;1909.00;1.77;0
542;synthetic_refinery;2839.00;10.68;1907.00;4.86;0
542;radar_station;2810.00;9.80;1910.00;4.62;0
542;rocket_site;2799.00;10.18;1886.00;3.91;0
542;nuclear_reactor;2809.00;9.80;1908.00;0.29;0
575;industrial_complex;2815.00;11.88;1829.00;1.85;0
575;industrial_complex;2815.00;10.57;1815.00;4.51;0
575;industrial_complex;2832.00;10.38;1810.00;2.35;0
575;industrial_complex;2829.00;11.60;1837.00;3.56;0
575;industrial_complex;2832.00;10.28;1805.00;0.30;0
575;industrial_complex;2825.00;10.65;1811.00;2.96;0
575;bunker;2839.00;9.88;1828.00;5.02;0
575;bunker;2803.00;12.30;1840.00;4.07;0
575;bunker;2810.00;10.25;1816.00;0.80;0
575;bunker;2821.00;13.85;1848.00;3.47;0
575;bunker;2826.00;10.98;1823.00;5.54;0
575;bunker;2810.00;11.95;1848.00;0.46;0
575;bunker;2828.00;10.65;1809.00;4.58;0
575;bunker;2812.00;11.78;1829.00;2.42;0
575;bunker;2825.00;12.05;1838.00;2.52;0
575;bunker;2790.00;10.43;1821.00;5.69;0
575;bunker;2801.00;10.15;1805.00;0.97;0
575;bunker;2789.00;10.70;1830.00;0.01;0
575;bunker;2816.00;10.38;1811.00;3.03;0
575;synthetic_refinery;2827.00;10.50;1815.00;1.48;0
575;radar_station;2808.00;11.38;1827.00;3.06;0
575;rocket_site;2817.00;11.55;1828.00;0.52;0
575;nuclear_reactor;2825.00;11.05;1825.00;4.65;0
585;bunker;2815.00;12.05;1863.00;1.04;0
585;synthetic_refinery;2814.00;11.85;1864.00;0.59;0
403;naval_base;2830.00;9.50;1737.00;0.98;0
484;bunker;2812.00;9.80;1768.00;0.24;0
484;bunker;2810.00;9.80;1758.00;4.36;0
542;bunker;2823.00;10.30;1897.00;5.65;0
542;bunker;2814.00;11.13;1873.00;6.15;0
522;nuclear_reactor;2825.00;10.20;1928.00;1.58;0
484;bunker;2820.00;9.80;1756.00;3.25;0
484;fuel_silo;2823.00;9.90;1784.00;6.06;0
542;fuel_silo;2833.00;10.48;1911.00;2.42;0
575;fuel_silo;2824.00;10.55;1812.00;2.89;0
1;arms_factory;3365.00;9.90;1447.00;3.38;0
1;arms_factory;3396.00;9.80;1447.00;1.22;0
1;arms_factory;3385.00;9.80;1458.00;5.34;0
1;arms_factory;3372.00;9.80;1470.00;5.45;0
1;arms_factory;3396.00;9.80;1456.00;3.29;0
1;arms_factory;3389.00;9.80;1468.00;5.95;0
1;industrial_complex;3362.00;9.85;1452.00;2.33;0
1;industrial_complex;3387.00;9.80;1471.00;3.89;0
1;industrial_complex;3377.00;9.80;1468.00;1.73;0
1;industrial_complex;3397.00;9.80;1459.00;4.40;0
1;industrial_complex;3386.00;9.80;1452.00;0.78;0
1;industrial_complex;3386.00;9.80;1455.00;2.34;0
1;air_base;3393.00;9.80;1450.00;0.18;0
1;bunker;3361.00;9.80;1459.00;2.84;0
1;bunker;3398.00;9.80;1453.00;5.50;0
1;bunker;3373.00;9.80;1467.00;2.24;0
1;bunker;3384.00;9.80;1464.00;3.45;0
1;bunker;3387.00;9.80;1458.00;1.29;0
1;bunker;3406.00;9.80;1454.00;2.85;0
1;bunker;3366.00;9.90;1448.00;5.51;0
1;bunker;3394.00;9.80;1457.00;1.90;0
1;bunker;3380.00;9.80;1460.00;6.02;0
1;bunker;3380.00;9.80;1449.00;6.12;0
1;bunker;3397.00;9.80;1450.00;3.96;0
1;bunker;3379.00;9.80;1452.00;1.80;0
1;bunker;3403.00;9.80;1452.00;4.46;0
1;bunker;3371.00;9.80;1461.00;6.03;0
1;bunker;3384.00;9.80;1472.00;2.41;0
1;bunker;3372.00;9.80;1465.00;0.25;0
1;bunker;3365.00;9.88;1450.00;1.45;0
1;bunker;3372.00;9.80;1473.00;4.47;0
1;bunker;3403.00;9.80;1454.00;0.85;0
1;anti_air_building;3372.00;9.80;1468.00;3.52;0
1;anti_air_building;3378.00;9.80;1462.00;5.08;0
1;anti_air_building;3383.00;9.80;1467.00;2.92;0
1;synthetic_refinery;3363.00;9.90;1450.00;5.58;0
1;fuel_silo;3383.00;9.80;1473.00;1.96;0
1;radar_station;3386.00;9.80;1460.00;0.10;0
1;rocket_site;3384.00;9.80;1454.00;6.19;0
1;nuclear_reactor;3376.00;9.80;1472.00;4.03;0
2;arms_factory;3407.00;9.80;1469.00;5.34;0
2;arms_factory;3407.00;9.80;1461.00;5.45;0
2;arms_factory;3399.00;9.80;1474.00;3.29;0
2;arms_factory;3399.00;9.80;1462.00;5.95;0
2;arms_factory;3406.00;9.80;1470.00;2.33;0
2;arms_factory;3408.00;9.80;1473.00;3.89;0
2;industrial_complex;3404.00;9.80;1475.00;1.73;0
2;industrial_complex;3393.00;9.80;1475.00;4.40;0
2;industrial_complex;3413.00;9.80;1456.00;0.78;0
2;industrial_complex;3412.00;9.80;1474.00;2.34;0
2;industrial_complex;3407.00;9.80;1467.00;0.18;0
2;industrial_complex;3398.00;9.80;1480.00;2.84;0
2;air_base;3394.00;9.80;1466.00;5.50;0
2;bunker;3401.00;9.80;1478.00;2.24;0
2;bunker;3399.00;9.80;1480.00;3.45;0
2;bunker;3405.00;9.80;1475.00;1.29;0
2;bunker;3413.00;9.80;1458.00;2.85;0
2;bunker;3405.00;9.80;1466.00;5.51;0
2;bunker;3403.00;9.80;1477.00;1.90;0
2;bunker;3407.00;9.80;1459.00;6.02;0
2;bunker;3416.00;9.80;1472.00;6.12;0
2;bunker;3395.00;9.80;1472.00;3.96;0
2;bunker;3408.00;9.80;1465.00;1.80;0
2;bunker;3398.00;9.80;1470.00;4.46;0
2;bunker;3398.00;9.80;1467.00;6.03;0
2;anti_air_building;3399.00;9.80;1475.00;2.41;0
2;anti_air_building;3405.00;9.80;1459.00;0.25;0
2;anti_air_building;3417.00;9.80;1455.00;1.45;0
2;synthetic_refinery;3414.00;9.80;1473.00;4.47;0
2;fuel_silo;3410.00;9.80;1462.00;0.85;0
2;radar_station;3405.00;9.80;1468.00;4.98;0
2;rocket_site;3408.00;9.80;1457.00;5.08;0
2;nuclear_reactor;3413.00;9.80;1468.00;2.92;0
3;arms_factory;3393.00;9.80;1484.00;3.29;0
3;arms_factory;3383.00;15.15;1489.00;5.95;0
3;arms_factory;3389.00;12.32;1493.00;2.33;0
3;arms_factory;3381.00;16.48;1489.00;3.89;0
3;arms_factory;3388.00;13.45;1493.00;1.73;0
3;arms_factory;3377.00;12.25;1500.00;4.40;0
3;industrial_complex;3386.00;14.12;1493.00;0.78;0
3;industrial_complex;3394.00;9.98;1489.00;2.34;0
3;industrial_complex;3369.00;16.33;1494.00;0.18;0
3;industrial_complex;3395.00;9.80;1488.00;2.84;0
3;industrial_complex;3367.00;15.00;1494.00;5.50;0
3;industrial_complex;3389.00;14.70;1490.00;2.24;0
3;air_base;3375.00;16.83;1493.00;3.45;0
3;bunker;3388.00;14.70;1490.00;1.29;0
3;bunker;3382.00;12.30;1486.00;2.85;0
3;bunker;3382.00;15.10;1496.00;5.51;0
3;bunker;3378.00;16.40;1489.00;1.90;0
3;bunker;3369.00;10.95;1484.00;6.02;0
3;bunker;3369.00;10.15;1480.00;6.12;0
3;bunker;3394.00;9.80;1486.00;3.96;0
3;bunker;3370.00;16.40;1492.00;1.80;0
3;bunker;3380.00;10.38;1481.00;4.46;0
3;bunker;3381.00;12.62;1500.00;6.03;0
3;bunker;3374.00;10.55;1483.00;2.41;0
3;bunker;3390.00;9.82;1499.00;0.25;0
3;bunker;3396.00;9.82;1490.00;1.45;0
3;bunker;3370.00;13.07;1497.00;4.47;0
3;bunker;3388.00;11.05;1487.00;0.85;0
3;anti_air_building;3367.00;11.88;1486.00;3.52;0
3;anti_air_building;3384.00;12.78;1497.00;5.08;0
3;anti_air_building;3365.00;13.12;1486.00;2.92;0
3;synthetic_refinery;3383.00;13.82;1497.00;5.58;0
3;fuel_silo;3390.00;9.80;1479.00;1.96;0
3;radar_station;3379.00;17.55;1490.00;0.10;0
3;rocket_site;3384.00;11.18;1486.00;6.19;0
3;nuclear_reactor;3368.00;12.95;1497.00;4.03;0
4;arms_factory;3186.00;10.10;1189.00;2.33;0
4;arms_factory;3214.00;9.80;1181.00;3.89;0
4;arms_factory;3196.00;9.80;1185.00;1.73;0
4;arms_factory;3209.00;9.80;1203.00;4.40;0
4;arms_factory;3224.00;10.12;1189.00;0.78;0
4;arms_factory;3228.00;10.35;1183.00;2.34;0
4;industrial_complex;3199.00;9.80;1184.00;0.18;0
4;industrial_complex;3176.00;10.38;1193.00;2.84;0
4;industrial_complex;3221.00;10.48;1189.00;5.50;0
4;industrial_complex;3225.00;10.38;1183.00;2.24;0
4;industrial_complex;3177.00;9.82;1187.00;3.45;0
4;industrial_complex;3189.00;9.80;1192.00;1.29;0
4;air_base;3229.00;10.32;1194.00;2.85;0
4;naval_base;3206.00;9.80;1222.00;1.47;5275
4;naval_base;3219.00;9.50;1207.00;-1.25;5275
4;naval_base;3204.00;9.80;1189.00;1.57;5250
4;naval_base;3221.00;9.50;1172.00;-1.57;5250
4;naval_base;3221.00;9.93;1191.00;1.57;5250
4;naval_base;3184.00;9.80;1196.00;-3.31;1032
4;naval_base;3224.00;9.80;1180.00;0.32;5250
4;naval_base;3171.00;9.88;1192.00;-1.57;1032
4;naval_base;3216.00;9.57;1179.00;-1.11;5250
4;naval_base;3217.00;9.50;1190.00;-1.89;5250
4;naval_base;3224.00;9.93;1197.00;-3.14;5275
4;naval_base;3241.00;9.80;1185.00;1.57;5250
4;bunker;3225.00;10.12;1189.00;0.85;0
4;bunker;3186.00;9.82;1186.00;3.52;0
4;bunker;3216.00;10.18;1185.00;5.08;0
4;bunker;3196.00;9.80;1190.00;2.92;0
4;bunker;3169.00;10.03;1189.00;5.58;0
4;bunker;3220.00;9.80;1181.00;1.96;0
4;bunker;3218.00;9.80;1203.00;4.98;0
4;bunker;3229.00;9.80;1201.00;6.19;0
4;bunker;3216.00;10.00;1182.00;4.03;0
4;bunker;3239.00;9.80;1185.00;0.41;0
4;bunker;3220.00;9.80;1174.00;1.97;0
4;bunker;3213.00;9.80;1216.00;4.63;0
4;coastal_bunker;3174.00;9.75;1195.00;-1.57;0
4;coastal_bunker;3192.00;9.50;1185.00;1.57;0
4;coastal_bunker;3217.00;9.80;1174.00;-1.57;0
4;coastal_bunker;3239.00;9.80;1188.00;1.57;0
4;coastal_bunker;3213.00;9.80;1206.00;-1.25;0
4;coastal_bunker;3225.00;9.62;1198.00;-3.14;0
4;coastal_bunker;3206.00;9.80;1222.00;1.47;0
4;coastal_bunker;3182.00;9.50;1185.00;-3.31;0
4;coastal_bunker;3235.00;9.90;1187.00;1.57;0
4;coastal_bunker;3224.00;9.57;1179.00;0.32;0
4;coastal_bunker;3211.00;9.57;1181.00;-1.11;0
4;coastal_bunker;3217.00;9.85;1189.00;-1.89;0
4;dockyard;3186.00;9.57;1185.00;-3.31;0
4;anti_air_building;3213.00;9.80;1183.00;5.65;0
4;anti_air_building;3169.00;9.80;1184.00;2.04;0
4;anti_air_building;3199.00;9.80;1190.00;4.70;0
4;synthetic_refinery;3239.00;9.80;1184.00;2.54;0
4;fuel_silo;3199.00;9.80;1186.00;4.10;0
4;radar_station;3207.00;9.50;1198.00;0.90;0
4;rocket_site;3222.00;10.07;1190.00;3.15;0
4;nuclear_reactor;3238.00;9.80;1183.00;6.16;0
5;arms_factory;3373.00;9.80;1457.00;1.73;0
5;arms_factory;3374.00;9.80;1447.00;4.40;0
5;arms_factory;3374.00;9.80;1445.00;0.78;0
5;arms_factory;3373.00;9.80;1451.00;2.34;0
5;arms_factory;3376.00;9.80;1442.00;0.18;0
5;arms_factory;3371.00;9.80;1456.00;2.84;0
5;industrial_complex;3375.00;9.80;1446.00;5.50;0
5;industrial_complex;3375.00;9.80;1452.00;2.24;0
5;industrial_complex;3375.00;9.80;1452.00;3.45;0
5;industrial_complex;3374.00;9.80;1457.00;1.29;0
5;industrial_complex;3377.00;9.80;1445.00;2.85;0
5;industrial_complex;3377.00;9.80;1445.00;5.51;0
5;air_base;3372.00;9.80;1452.00;1.90;0
5;bunker;3377.00;9.80;1442.00;6.02;0
5;bunker;3374.00;9.80;1453.00;6.12;0
5;bunker;3371.00;9.80;1458.00;3.96;0
5;bunker;3375.00;9.80;1446.00;1.80;0
5;bunker;3375.00;9.80;1455.00;4.46;0
5;bunker;3369.00;9.80;1455.00;6.03;0
5;anti_air_building;3374.00;9.80;1446.00;2.41;0
5;anti_air_building;3371.00;9.80;1457.00;0.25;0
5;anti_air_building;3373.00;9.80;1452.00;1.45;0
5;synthetic_refinery;3374.00;9.80;1456.00;4.47;0
5;fuel_silo;3374.00;9.80;1456.00;0.85;0
5;radar_station;3374.00;9.80;1450.00;4.98;0
5;rocket_site;3373.00;9.80;1451.00;5.08;0
5;nuclear_reactor;3372.00;9.80;1451.00;2.92;0
6;arms_factory;3145.00;9.80;1254.00;0.78;0
6;arms_factory;3132.00;9.82;1253.00;2.34;0
